frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.flags
"1784065138.607850412","127.0.0.1","127.0.0.1","57668","34719","255","0x0018"
"1784065138.609201212","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065138.651514042","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065138.682282593","127.0.0.1","127.0.0.1","57662","34719","87","0x0018"
"1784065138.723493866","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065138.806779228","127.0.0.1","127.0.0.1","57668","34719","87","0x0018"
"1784065138.847468074","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065138.896805201","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065138.896805904","127.0.0.1","127.0.0.1","57662","34719","127","0x0018"
"1784065138.896825943","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065138.896828959","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065138.898272018","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065138.898295650","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065138.898344095","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065138.898359724","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065138.903729434","127.0.0.1","127.0.0.1","34719","57662","529","0x0018"
"1784065138.903743781","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065138.910891932","127.0.0.1","127.0.0.1","57668","34719","547","0x0018"
"1784065138.912391276","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065138.955594712","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065139.045176778","127.0.0.1","127.0.0.1","34719","57662","83","0x0018"
"1784065139.045205405","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065139.135086281","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065139.135086620","127.0.0.1","127.0.0.1","57662","34719","127","0x0018"
"1784065139.136446355","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065139.136467090","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065139.136699805","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065139.136715010","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065139.141975390","127.0.0.1","127.0.0.1","34719","57662","239","0x0018"
"1784065139.141998642","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065139.149129555","127.0.0.1","127.0.0.1","57668","34719","257","0x0018"
"1784065139.150564994","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065139.191439667","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065139.462216262","127.0.0.1","127.0.0.1","34719","57668","83","0x0018"
"1784065139.462237247","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065139.511122488","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065139.511122770","127.0.0.1","127.0.0.1","57662","34719","127","0x0018"
"1784065139.512498923","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065139.512515203","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065139.512757007","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065139.512774380","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065139.518189099","127.0.0.1","127.0.0.1","34719","57662","529","0x0018"
"1784065139.518207179","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065139.523440433","127.0.0.1","127.0.0.1","57662","34719","140","0x0018"
"1784065139.524823848","127.0.0.1","127.0.0.1","57668","34719","547","0x0018"
"1784065139.525045805","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065139.526158998","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065139.567450801","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065139.567479903","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065139.790888213","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065139.790888388","127.0.0.1","127.0.0.1","57662","34719","127","0x0018"
"1784065139.792205512","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065139.792221594","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065139.792374783","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065139.792387404","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065139.797856010","127.0.0.1","127.0.0.1","34719","57662","162","0x0018"
"1784065139.797874774","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065139.804411033","127.0.0.1","127.0.0.1","57668","34719","181","0x0018"
"1784065139.805790355","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065139.847539813","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065258.530569350","172.18.203.227","185.125.190.57",,,"92",
"1784065258.608142609","127.0.0.1","127.0.0.1","34719","57662","234","0x0018"
"1784065258.608161316","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065258.609575335","127.0.0.1","127.0.0.1","57668","34719","269","0x0018"
"1784065258.611258511","127.0.0.1","127.0.0.1","34719","57668","155","0x0018"
"1784065258.611275384","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065258.612086370","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065258.656067803","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065258.789874385","185.125.190.57","172.18.203.227",,,"92",
"1784065140.637294194","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065140.637294445","127.0.0.1","127.0.0.1","57662","34719","127","0x0018"
"1784065140.637332920","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065140.638765020","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065140.638973210","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065140.638988977","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065140.644435255","127.0.0.1","127.0.0.1","34719","57662","140","0x0018"
"1784065140.644455349","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065140.651423825","127.0.0.1","127.0.0.1","57668","34719","159","0x0018"
"1784065140.652904929","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065140.697519042","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065141.091263878","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065141.091264554","127.0.0.1","127.0.0.1","57662","34719","127","0x0018"
"1784065141.092616501","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065141.092636674","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065141.092769618","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065141.092785187","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065141.098326824","127.0.0.1","127.0.0.1","34719","57662","151","0x0018"
"1784065141.098341658","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065141.104544054","127.0.0.1","127.0.0.1","57668","34719","170","0x0018"
"1784065141.105937075","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065141.149488437","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065142.051540137","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065142.051540277","127.0.0.1","127.0.0.1","57662","34719","125","0x0018"
"1784065142.052916187","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065142.052930978","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065142.053187893","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065142.053210920","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065142.058654692","127.0.0.1","127.0.0.1","34719","57662","250","0x0018"
"1784065142.058671244","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065142.065104758","127.0.0.1","127.0.0.1","57668","34719","419","0x0018"
"1784065142.066646707","127.0.0.1","127.0.0.1","34719","57668","142","0x0018"
"1784065142.083713309","127.0.0.1","127.0.0.1","34719","57662","169","0x0018"
"1784065142.083733084","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065142.091236759","127.0.0.1","127.0.0.1","57668","34719","188","0x0018"
"1784065142.092608374","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065142.107325632","127.0.0.1","127.0.0.1","34719","57662","320","0x0018"
"1784065142.107344391","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065142.109738285","127.0.0.1","127.0.0.1","57668","34719","1112","0x0018"
"1784065142.110514392","127.0.0.1","127.0.0.1","34719","57668","247","0x0018"
"1784065142.111361172","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065142.112646117","127.0.0.1","127.0.0.1","34719","57662","306","0x0018"
"1784065142.112663704","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065142.112873774","127.0.0.1","127.0.0.1","34719","57668","88","0x0018"
"1784065142.113709378","127.0.0.1","127.0.0.1","57668","34719","338","0x0018"
"1784065142.114919571","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065142.137097170","127.0.0.1","127.0.0.1","57668","34719","196","0x0018"
"1784065142.138509951","127.0.0.1","127.0.0.1","34719","57668","142","0x0018"
"1784065142.138536506","127.0.0.1","127.0.0.1","57668","34719","324","0x0018"
"1784065142.139835387","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065142.177669591","127.0.0.1","127.0.0.1","34719","57662","242","0x0018"
"1784065142.177689307","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065142.178913957","127.0.0.1","127.0.0.1","57668","34719","277","0x0018"
"1784065142.180718378","127.0.0.1","127.0.0.1","34719","57668","155","0x0018"
"1784065142.181559718","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065142.225392842","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065142.314565587","127.0.0.1","127.0.0.1","34719","57668","340","0x0018"
"1784065142.316048479","127.0.0.1","127.0.0.1","57668","34719","182","0x0018"
"1784065142.316056013","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065142.333842773","127.0.0.1","127.0.0.1","34719","57668","226","0x0018"
"1784065142.334527945","127.0.0.1","127.0.0.1","34719","57668","133","0x0018"
"1784065142.334567923","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065142.335360988","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065142.335697892","127.0.0.1","127.0.0.1","34719","57668","6371","0x0018"
"1784065142.335708608","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065142.341418714","127.0.0.1","127.0.0.1","57662","34719","1056","0x0018"
"1784065142.342880080","127.0.0.1","127.0.0.1","34719","57662","114","0x0018"
"1784065142.342905061","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065142.381408943","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065142.381417397","127.0.0.1","127.0.0.1","57668","34719","5338","0x0018"
"1784065142.381432528","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065142.383015584","127.0.0.1","127.0.0.1","34719","57668","2489","0x0018"
"1784065142.398761949","127.0.0.1","127.0.0.1","57668","34719","507","0x0018"
"1784065142.400142205","127.0.0.1","127.0.0.1","34719","57668","142","0x0018"
"1784065142.440056061","127.0.0.1","127.0.0.1","34719","57668","1703","0x0018"
"1784065142.440088540","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065142.441325638","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065142.481472918","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065142.621322249","127.0.0.1","127.0.0.1","57662","34719","136","0x0018"
"1784065142.623367669","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065142.623398066","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065142.637040336","127.0.0.1","127.0.0.1","34719","57668","111","0x0018"
"1784065142.638299237","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065142.638348024","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065142.647496157","127.0.0.1","127.0.0.1","57668","34719","947","0x0018"
"1784065142.647553150","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065142.649037078","127.0.0.1","127.0.0.1","34719","57668","206","0x0018"
"1784065142.650007625","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065142.656038411","127.0.0.1","127.0.0.1","34719","57668","252","0x0018"
"1784065142.656981303","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065142.658157251","127.0.0.1","127.0.0.1","34719","57668","727","0x0018"
"1784065142.659028653","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065142.681029764","127.0.0.1","127.0.0.1","57662","34719","342","0x0018"
"1784065142.682435569","127.0.0.1","127.0.0.1","34719","57662","175","0x0018"
"1784065142.682450259","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065142.683524983","127.0.0.1","127.0.0.1","57662","34719","345","0x0018"
"1784065142.684924418","127.0.0.1","127.0.0.1","34719","57662","326","0x0018"
"1784065142.687849817","127.0.0.1","127.0.0.1","57662","34719","542","0x0018"
"1784065142.689244284","127.0.0.1","127.0.0.1","34719","57662","282","0x0018"
"1784065142.689968457","127.0.0.1","127.0.0.1","57662","34719","548","0x0018"
"1784065142.690449169","127.0.0.1","127.0.0.1","34719","57662","403","0x0018"
"1784065142.692794142","127.0.0.1","127.0.0.1","57662","34719","602","0x0018"
"1784065142.694178436","127.0.0.1","127.0.0.1","34719","57662","282","0x0018"
"1784065142.695099833","127.0.0.1","127.0.0.1","57662","34719","608","0x0018"
"1784065142.696384579","127.0.0.1","127.0.0.1","34719","57662","318","0x0018"
"1784065142.701422900","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065142.737423231","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065143.673488464","127.0.0.1","127.0.0.1","57662","34719","87","0x0018"
"1784065143.717459002","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065143.799915610","127.0.0.1","127.0.0.1","57668","34719","87","0x0018"
"1784065143.799935418","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065144.039277937","127.0.0.1","127.0.0.1","34719","57662","83","0x0018"
"1784065144.039325130","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065144.456771881","127.0.0.1","127.0.0.1","34719","57668","83","0x0018"
"1784065144.497680296","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065263.536498332","172.18.203.227","185.125.190.57",,,"92",
"1784065263.656125601",,,,,"44",
"1784065263.656339890",,,,,"44",
"1784065263.789328323","127.0.0.1","127.0.0.1","34719","57662","234","0x0018"
"1784065263.789434760","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065263.795075288","127.0.0.1","127.0.0.1","57668","34719","269","0x0018"
"1784065263.795126590","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065263.795985895","127.0.0.1","127.0.0.1","34719","57668","155","0x0018"
"1784065263.796025927","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065263.798629231","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065263.801038405","185.125.190.57","172.18.203.227",,,"92",
"1784065145.395691548","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065146.645556734","127.0.0.1","127.0.0.1","57662","34719","283","0x0018"
"1784065146.645569397","127.0.0.1","127.0.0.1","57668","34719","178","0x0018"
"1784065146.645577256","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065146.645598013","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065146.646982705","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065146.647442253","127.0.0.1","127.0.0.1","34719","57662","994","0x0018"
"1784065146.647463766","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065146.659899595","127.0.0.1","127.0.0.1","57662","34719","289","0x0018"
"1784065146.659899676","127.0.0.1","127.0.0.1","57668","34719","184","0x0018"
"1784065146.661466839","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065146.661494021","127.0.0.1","127.0.0.1","34719","57662","1006","0x0018"
"1784065146.673689329","127.0.0.1","127.0.0.1","57668","34719","189","0x0018"
"1784065146.673689513","127.0.0.1","127.0.0.1","57662","34719","294","0x0018"
"1784065146.674988077","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065146.675104775","127.0.0.1","127.0.0.1","34719","57662","1016","0x0018"
"1784065146.680744004","127.0.0.1","127.0.0.1","57668","34719","182","0x0018"
"1784065146.680778453","127.0.0.1","127.0.0.1","57662","34719","287","0x0018"
"1784065146.682133685","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065146.682231368","127.0.0.1","127.0.0.1","34719","57662","1002","0x0018"
"1784065146.687619277","127.0.0.1","127.0.0.1","57662","34719","280","0x0018"
"1784065146.687629448","127.0.0.1","127.0.0.1","57668","34719","175","0x0018"
"1784065146.688885561","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065146.688963462","127.0.0.1","127.0.0.1","34719","57662","988","0x0018"
"1784065146.694569325","127.0.0.1","127.0.0.1","57668","34719","175","0x0018"
"1784065146.694569496","127.0.0.1","127.0.0.1","57662","34719","238","0x0018"
"1784065146.695823517","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065146.695929112","127.0.0.1","127.0.0.1","34719","57662","906","0x0018"
"1784065146.696820720","127.0.0.1","127.0.0.1","57662","34719","280","0x0018"
"1784065146.698251907","127.0.0.1","127.0.0.1","34719","57662","988","0x0018"
"1784065146.701461125","127.0.0.1","127.0.0.1","57668","34719","176","0x0018"
"1784065146.701497230","127.0.0.1","127.0.0.1","57662","34719","281","0x0018"
"1784065146.702802241","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065146.702923672","127.0.0.1","127.0.0.1","34719","57662","990","0x0018"
"1784065146.708748058","127.0.0.1","127.0.0.1","57668","34719","145","0x0018"
"1784065146.708750543","127.0.0.1","127.0.0.1","57662","34719","249","0x0018"
"1784065146.710034264","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065146.710231648","127.0.0.1","127.0.0.1","34719","57662","928","0x0018"
"1784065146.715384036","127.0.0.1","127.0.0.1","57668","34719","148","0x0018"
"1784065146.715404111","127.0.0.1","127.0.0.1","57662","34719","251","0x0018"
"1784065146.716655297","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065146.716970647","127.0.0.1","127.0.0.1","34719","57662","932","0x0018"
"1784065146.759633219","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065146.759633392","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065147.355032568","127.0.0.1","127.0.0.1","34719","57668","340","0x0018"
"1784065147.355058215","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065147.356447848","127.0.0.1","127.0.0.1","57668","34719","182","0x0018"
"1784065147.371573407","127.0.0.1","127.0.0.1","34719","57668","226","0x0018"
"1784065147.372854687","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065147.373181776","127.0.0.1","127.0.0.1","34719","57668","6374","0x0018"
"1784065147.374814691","127.0.0.1","127.0.0.1","57668","34719","5338","0x0018"
"1784065147.374846592","127.0.0.1","127.0.0.1","57662","34719","1056","0x0018"
"1784065147.376220961","127.0.0.1","127.0.0.1","34719","57668","2489","0x0018"
"1784065147.376336196","127.0.0.1","127.0.0.1","34719","57662","114","0x0018"
"1784065147.376353729","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065147.396406241","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065147.397955946","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065147.439712877","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065147.475554207","127.0.0.1","127.0.0.1","34719","57668","1703","0x0018"
"1784065147.475635647","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065147.477423449","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065147.519649955","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065147.581652171","127.0.0.1","127.0.0.1","57668","34719","507","0x0018"
"1784065147.581682339","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065147.583131668","127.0.0.1","127.0.0.1","34719","57668","142","0x0018"
"1784065147.623660866","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065147.674623666","127.0.0.1","127.0.0.1","34719","57668","111","0x0018"
"1784065147.674699414","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065147.676546121","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065147.719638204","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065148.384648155","127.0.0.1","127.0.0.1","57668","34719","947","0x0018"
"1784065148.384673853","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065148.386220865","127.0.0.1","127.0.0.1","34719","57668","206","0x0018"
"1784065148.388077241","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065148.393294428","127.0.0.1","127.0.0.1","34719","57668","252","0x0018"
"1784065148.395318375","127.0.0.1","127.0.0.1","34719","57668","727","0x0018"
"1784065148.395333615","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065148.435635779","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065148.435647078","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065148.435669025","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065149.052652377","127.0.0.1","127.0.0.1","34719","57662","83","0x0018"
"1784065149.052688172","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065149.471871748","127.0.0.1","127.0.0.1","34719","57668","83","0x0018"
"1784065149.515657664","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065150.034591481",,,,,"44",
"1784065150.034607198",,,,,"44",
"1784065268.542281960","172.18.203.227","185.125.190.57",,,"92",
"1784065268.605581450","4.150.223.111","172.18.203.227","443","37180","68","0x0010"
"1784065268.605599957","172.18.203.227","4.150.223.111","37180","443","68","0x0010"
"1784065268.654250536","127.0.0.1","127.0.0.1","34719","57662","234","0x0018"
"1784065268.654278185","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065268.803873693","185.125.190.57","172.18.203.227",,,"92",
"1784065150.378169424","127.0.0.1","127.0.0.1","57662","34719","87","0x0018"
"1784065150.378177974","127.0.0.1","127.0.0.1","57668","34719","282","0x0018"
"1784065150.378198965","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065150.378778420","127.0.0.1","127.0.0.1","34719","57668","155","0x0018"
"1784065150.378805059","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065150.380322180","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065150.421802849","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065150.421802893","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065152.376741075","127.0.0.1","127.0.0.1","57662","34719","87","0x0018"
"1784065152.376768788","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065153.401215251","127.0.0.1","127.0.0.1","57668","34719","186","0x0018"
"1784065153.401259123","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065153.403273032","127.0.0.1","127.0.0.1","34719","57668","142","0x0018"
"1784065153.406994817","127.0.0.1","127.0.0.1","57668","34719","127","0x0018"
"1784065153.407018293","127.0.0.1","127.0.0.1","57662","34719","770","0x0018"
"1784065153.407038824","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065153.408917104","127.0.0.1","127.0.0.1","34719","57662","266","0x0018"
"1784065153.408958980","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065153.409543812","127.0.0.1","127.0.0.1","34719","57668","376","0x0018"
"1784065153.411211685","127.0.0.1","127.0.0.1","57662","34719","345","0x0018"
"1784065153.411319431","127.0.0.1","127.0.0.1","57668","34719","182","0x0018"
"1784065153.412835517","127.0.0.1","127.0.0.1","34719","57662","326","0x0018"
"1784065153.416404441","127.0.0.1","127.0.0.1","57662","34719","542","0x0018"
"1784065153.417895970","127.0.0.1","127.0.0.1","34719","57662","282","0x0018"
"1784065153.419149825","127.0.0.1","127.0.0.1","57662","34719","548","0x0018"
"1784065153.420716366","127.0.0.1","127.0.0.1","34719","57662","403","0x0018"
"1784065153.424023528","127.0.0.1","127.0.0.1","57662","34719","602","0x0018"
"1784065153.425487667","127.0.0.1","127.0.0.1","34719","57662","282","0x0018"
"1784065153.426586711","127.0.0.1","127.0.0.1","57662","34719","608","0x0018"
"1784065153.428394845","127.0.0.1","127.0.0.1","34719","57662","318","0x0018"
"1784065153.441584119","127.0.0.1","127.0.0.1","34719","57668","226","0x0018"
"1784065153.443512861","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065153.444126491","127.0.0.1","127.0.0.1","34719","57668","6375","0x0018"
"1784065153.445796822","127.0.0.1","127.0.0.1","57668","34719","724","0x0018"
"1784065153.446002602","127.0.0.1","127.0.0.1","57662","34719","1056","0x0018"
"1784065153.447551525","127.0.0.1","127.0.0.1","34719","57662","114","0x0018"
"1784065153.489779603","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065153.489789196","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065153.489793413","127.0.0.1","127.0.0.1","57668","34719","4682","0x0018"
"1784065153.489811349","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065153.491166263","127.0.0.1","127.0.0.1","34719","57668","2489","0x0018"
"1784065153.503349693","127.0.0.1","127.0.0.1","57668","34719","195","0x0018"
"1784065153.503362036","127.0.0.1","127.0.0.1","57662","34719","232","0x0018"
"1784065153.505079300","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065153.505117752","127.0.0.1","127.0.0.1","34719","57662","894","0x0018"
"1784065153.505136601","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065153.506549340","127.0.0.1","127.0.0.1","57662","34719","243","0x0018"
"1784065153.508118998","127.0.0.1","127.0.0.1","34719","57662","916","0x0018"
"1784065153.509106443","127.0.0.1","127.0.0.1","57662","34719","260","0x0018"
"1784065153.510634758","127.0.0.1","127.0.0.1","34719","57662","948","0x0018"
"1784065153.511685417","127.0.0.1","127.0.0.1","57662","34719","260","0x0018"
"1784065153.513151170","127.0.0.1","127.0.0.1","34719","57662","948","0x0018"
"1784065153.514089653","127.0.0.1","127.0.0.1","57662","34719","300","0x0018"
"1784065153.515493180","127.0.0.1","127.0.0.1","34719","57662","1028","0x0018"
"1784065153.536645171","127.0.0.1","127.0.0.1","57662","34719","261","0x0018"
"1784065153.536645314","127.0.0.1","127.0.0.1","57668","34719","156","0x0018"
"1784065153.538124382","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065153.538293257","127.0.0.1","127.0.0.1","34719","57662","950","0x0018"
"1784065153.546825196","127.0.0.1","127.0.0.1","34719","57668","1703","0x0018"
"1784065153.546894005","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065153.548003182","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065153.567234752","127.0.0.1","127.0.0.1","57662","34719","276","0x0018"
"1784065153.569107211","127.0.0.1","127.0.0.1","34719","57662","980","0x0018"
"1784065153.589904124","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
